Year,Date,CPI component,pct_change
2015,2015-11-01,Clothing,103.2
2015,2015-11-01,Footwear including repairs,100.6
2015,2015-11-01,Actual rents for housing,101.2
2015,2015-11-01,Regular maintenance and repair of the dwelling,100.3
2015,2015-11-01,Water supply and misc. services for the dwelling,99.8
2015,2015-11-01,"Electricity, gas and other fuels",98.7
2015,2015-11-01,"Furniture, furnishings and carpets",99.7
2015,2015-11-01,Household textiles,101.8
2015,2015-11-01,"Household appliances, fitting and repairs",101.4
2015,2015-11-01,"Glassware, tableware and household utensils",99.8
2015,2015-11-01,Tools and equipment for house and garden,100.1
2015,2015-11-01,Goods and services for routine maintenance,98.8
2015,2015-11-01,Medical products appliances and equipment,99.9
2015,2015-11-01,Out-patient services:,100.4
2015,2015-11-01,Hospital services,99.3
2015,2015-11-01,Purchase of vehicles,99.5
2015,2015-11-01,Operation of personal transport equipment,98.7
2015,2015-11-01,Transport services,95.7
2015,2015-11-01,Postal services,100.4
2015,2015-11-01,Audio-visual equipment and related products,97.3
2015,2015-11-01,Other major durables for recreation and culture,100.8
2015,2015-11-01,Other recreational items and equipment gardens & pets,100.8
2015,2015-11-01,Recreational and cultural services,101.8
2015,2015-11-01,"Books, newspapers and stationery",101.9
2015,2015-11-01,Package holiday,100.7
2015,2015-11-01,Cpi index 10.4 tertiary education,104.3
2015,2015-11-01,Catering services,100.4
2015,2015-11-01,Accommodation services,102.6
2015,2015-11-01,Personal care,99.4
2015,2015-11-01,Personal effects n.e.c.,101.2
2015,2015-11-01,Social protection,101.2
2015,2015-11-01,Insurance,102.6
2015,2015-11-01,Financial services n.e.c.,100.3
2015,2015-11-01,Other services nec,101.8
2015,2015-12-01,Cpi index 00: all items,100.3
2015,2015-12-01,Food,99.1
2015,2015-12-01,Non-alcoholic beverages,97.9
2015,2015-12-01,Alcoholic beverages,94.6
2015,2015-12-01,Tobacco,102.1
2015,2015-12-01,Clothing,101.8
2015,2015-12-01,Footwear including repairs,99.5
2015,2015-12-01,Actual rents for housing,101.3
2015,2015-12-01,Regular maintenance and repair of the dwelling,100.7
2015,2015-12-01,Water supply and misc. services for the dwelling,99.8
2015,2015-12-01,"Electricity, gas and other fuels",98.6
2015,2015-12-01,"Furniture, furnishings and carpets",101.6
2015,2015-12-01,Household textiles,100.7
2015,2015-12-01,"Household appliances, fitting and repairs",101.7
2015,2015-12-01,"Glassware, tableware and household utensils",100.5
2015,2015-12-01,Tools and equipment for house and garden,100.1
2015,2015-12-01,Goods and services for routine maintenance,100.4
2015,2015-12-01,Medical products appliances and equipment,99.9
2015,2015-12-01,Out-patient services:,100.4
2015,2015-12-01,Hospital services,99.4
2015,2015-12-01,Purchase of vehicles,99.5
2015,2015-12-01,Operation of personal transport equipment,97.7
2015,2015-12-01,Transport services,105.7
2015,2015-12-01,Postal services,100.4
2015,2015-12-01,Audio-visual equipment and related products,96.4
2015,2015-12-01,Other major durables for recreation and culture,100.9
2015,2015-12-01,Other recreational items and equipment gardens & pets,100
2015,2015-12-01,Recreational and cultural services,101.6
2015,2015-12-01,"Books, newspapers and stationery",102.5
2015,2015-12-01,Package holiday,100.7
2015,2015-12-01,Cpi index 10.4 tertiary education,104.3
2015,2015-12-01,Catering services,100.8
2015,2015-12-01,Accommodation services,99.8
2015,2015-12-01,Personal care,98.5
2015,2015-12-01,Personal effects n.e.c.,101.2
2015,2015-12-01,Social protection,101.4
2015,2015-12-01,Insurance,102.9
2015,2015-12-01,Financial services n.e.c.,100.3
2015,2015-12-01,Other services nec,102
2016,2016-01-01,Cpi index 00: all items,99.5
2016,2016-01-01,Food,98.5
2016,2016-01-01,Non-alcoholic beverages,99.3
2016,2016-01-01,Alcoholic beverages,99.5
2016,2016-01-01,Tobacco,102.1
2016,2016-01-01,Clothing,98.3
2016,2016-01-01,Footwear including repairs,98.2
2016,2016-01-01,Actual rents for housing,101.4
2016,2016-01-01,Regular maintenance and repair of the dwelling,100.4
2016,2016-01-01,Water supply and misc. services for the dwelling,99.8
2016,2016-01-01,"Electricity, gas and other fuels",98.3
2016,2016-01-01,"Furniture, furnishings and carpets",97.8
2016,2016-01-01,Household textiles,96.2
2016,2016-01-01,"Household appliances, fitting and repairs",100.9
2016,2016-01-01,"Glassware, tableware and household utensils",98.1
2016,2016-01-01,Tools and equipment for house and garden,101
2016,2016-01-01,Goods and services for routine maintenance,99.2
2016,2016-01-01,Medical products appliances and equipment,100.6
2016,2016-01-01,Out-patient services:,100.7
2016,2016-01-01,Hospital services,102.4
2016,2016-01-01,Purchase of vehicles,99.8
2016,2016-01-01,Operation of personal transport equipment,96.7
2016,2016-01-01,Transport services,96.5
2016,2016-01-01,Postal services,100.4
2016,2016-01-01,Audio-visual equipment and related products,95.2
2016,2016-01-01,Other major durables for recreation and culture,100.4
2016,2016-01-01,Other recreational items and equipment gardens & pets,99.6
2016,2016-01-01,Recreational and cultural services,99.9
2016,2016-01-01,"Books, newspapers and stationery",101.5
2016,2016-01-01,Package holiday,100.8
2016,2016-01-01,Cpi index 10.4 tertiary education,104.3
2016,2016-01-01,Catering services,100.9
2016,2016-01-01,Accommodation services,98.2
2016,2016-01-01,Personal care,100.1
2016,2016-01-01,Personal effects n.e.c.,99.5
2016,2016-01-01,Social protection,101.6
2016,2016-01-01,Insurance,105.5
2016,2016-01-01,Financial services n.e.c.,100.2
2016,2016-01-01,Other services nec,100
2016,2016-02-01,Cpi index 00: all items,99.8
2016,2016-02-01,Food,98.6
2016,2016-02-01,Non-alcoholic beverages,99.7
2016,2016-02-01,Alcoholic beverages,97.9
2016,2016-02-01,Tobacco,102.4
2016,2016-02-01,Clothing,99.7
2016,2016-02-01,Footwear including repairs,99.1
2016,2016-02-01,Actual rents for housing,101.4
2016,2016-02-01,Regular maintenance and repair of the dwelling,100.1
2016,2016-02-01,Water supply and misc. services for the dwelling,99.8
2016,2016-02-01,"Electricity, gas and other fuels",97.9
2016,2016-02-01,"Furniture, furnishings and carpets",100.6
2016,2016-02-01,Household textiles,98.3
2016,2016-02-01,"Household appliances, fitting and repairs",101.4
2016,2016-02-01,"Glassware, tableware and household utensils",99.7
2016,2016-02-01,Tools and equipment for house and garden,101.2
2016,2016-02-01,Goods and services for routine maintenance,100.2
2016,2016-02-01,Medical products appliances and equipment,100.5
2016,2016-02-01,Out-patient services:,100.8
2016,2016-02-01,Hospital services,102.5
2016,2016-02-01,Purchase of vehicles,99.2
2016,2016-02-01,Operation of personal transport equipment,96.3
2016,2016-02-01,Transport services,98
2016,2016-02-01,Postal services,100.4
2016,2016-02-01,Audio-visual equipment and related products,95.1
2016,2016-02-01,Other major durables for recreation and culture,100.4
2016,2016-02-01,Other recreational items and equipment gardens & pets,98.7
2016,2016-02-01,Recreational and cultural services,100.2
2016,2016-02-01,"Books, newspapers and stationery",102
2016,2016-02-01,Package holiday,100.7
2016,2016-02-01,Cpi index 10.4 tertiary education,104.3
2016,2016-02-01,Catering services,101.1
2016,2016-02-01,Accommodation services,100.1
2016,2016-02-01,Personal care,99.3
2016,2016-02-01,Personal effects n.e.c.,100.6
2016,2016-02-01,Social protection,101.8
2016,2016-02-01,Insurance,106.2
2016,2016-02-01,Financial services n.e.c.,100
2016,2016-02-01,Other services nec,100.2
2016,2016-03-01,Cpi index 00: all items,100.2
2016,2016-03-01,Food,97.9
2016,2016-03-01,Non-alcoholic beverages,99.7
2016,2016-03-01,Alcoholic beverages,97
2016,2016-03-01,Tobacco,102.6
2016,2016-03-01,Clothing,100.7
2016,2016-03-01,Footwear including repairs,100.3
2016,2016-03-01,Actual rents for housing,101.5
2016,2016-03-01,Regular maintenance and repair of the dwelling,100.5
2016,2016-03-01,Water supply and misc. services for the dwelling,99.8
2016,2016-03-01,"Electricity, gas and other fuels",96.9
2016,2016-03-01,"Furniture, furnishings and carpets",102.3
2016,2016-03-01,Household textiles,99.3
2016,2016-03-01,"Household appliances, fitting and repairs",102
2016,2016-03-01,"Glassware, tableware and household utensils",99.6
2016,2016-03-01,Tools and equipment for house and garden,100.3
2016,2016-03-01,Goods and services for routine maintenance,100.3
2016,2016-03-01,Medical products appliances and equipment,100.7
2016,2016-03-01,Out-patient services:,100.9
2016,2016-03-01,Hospital services,102.7
2016,2016-03-01,Purchase of vehicles,99.1
2016,2016-03-01,Operation of personal transport equipment,97
2016,2016-03-01,Transport services,103.3
2016,2016-03-01,Postal services,100.4
2016,2016-03-01,Audio-visual equipment and related products,95.8
2016,2016-03-01,Other major durables for recreation and culture,100.5
2016,2016-03-01,Other recreational items and equipment gardens & pets,100.1
2016,2016-03-01,Recreational and cultural services,100.5
2016,2016-03-01,"Books, newspapers and stationery",100.8
2016,2016-03-01,Package holiday,100.6
2016,2016-03-01,Cpi index 10.4 tertiary education,104.3
2016,2016-03-01,Catering services,101.4
2016,2016-03-01,Accommodation services,101.4
2016,2016-03-01,Personal care,99.5
2016,2016-03-01,Personal effects n.e.c.,99.9
2016,2016-03-01,Social protection,102
2016,2016-03-01,Insurance,106.1
2016,2016-03-01,Financial services n.e.c.,100.1
2016,2016-03-01,Other services nec,100
2016,2016-04-01,Cpi index 00: all items,100.2
2016,2016-04-01,Food,97.9
2016,2016-04-01,Non-alcoholic beverages,98.7
2016,2016-04-01,Alcoholic beverages,96.6
2016,2016-04-01,Tobacco,104.4
2016,2016-04-01,Clothing,100.3
2016,2016-04-01,Footwear including repairs,100.4
2016,2016-04-01,Actual rents for housing,101.4
2016,2016-04-01,Regular maintenance and repair of the dwelling,100.3
2016,2016-04-01,Water supply and misc. services for the dwelling,101.2
2016,2016-04-01,"Electricity, gas and other fuels",96.3
2016,2016-04-01,"Furniture, furnishings and carpets",100
2016,2016-04-01,Household textiles,98.4
2016,2016-04-01,"Household appliances, fitting and repairs",99.9
2016,2016-04-01,"Glassware, tableware and household utensils",98.8
2016,2016-04-01,Tools and equipment for house and garden,98.5
2016,2016-04-01,Goods and services for routine maintenance,99.7
2016,2016-04-01,Medical products appliances and equipment,101.3
2016,2016-04-01,Out-patient services:,102.1
2016,2016-04-01,Hospital services,104
2016,2016-04-01,Purchase of vehicles,98.6
2016,2016-04-01,Operation of personal transport equipment,98.6
2016,2016-04-01,Transport services,100.2
2016,2016-04-01,Postal services,101.9
2016,2016-04-01,Audio-visual equipment and related products,95
2016,2016-04-01,Other major durables for recreation and culture,101
2016,2016-04-01,Other recreational items and equipment gardens & pets,100.5
2016,2016-04-01,Recreational and cultural services,103.9
2016,2016-04-01,"Books, newspapers and stationery",101.3
2016,2016-04-01,Package holiday,100.5
2016,2016-04-01,Cpi index 10.4 tertiary education,104.3
2016,2016-04-01,Catering services,101.8
2016,2016-04-01,Accommodation services,102.3
2016,2016-04-01,Personal care,99.6
2016,2016-04-01,Personal effects n.e.c.,99
2016,2016-04-01,Social protection,102.4
2016,2016-04-01,Insurance,106.4
2016,2016-04-01,Financial services n.e.c.,100.1
2016,2016-04-01,Other services nec,100.5
2016,2016-05-01,Cpi index 00: all items,100.4
2016,2016-05-01,Food,97.4
2016,2016-05-01,Non-alcoholic beverages,99.4
2016,2016-05-01,Alcoholic beverages,97.1
2016,2016-05-01,Tobacco,104.7
2016,2016-05-01,Clothing,100
2016,2016-05-01,Footwear including repairs,100.7
2016,2016-05-01,Actual rents for housing,101.5
2016,2016-05-01,Regular maintenance and repair of the dwelling,99.8
2016,2016-05-01,Water supply and misc. services for the dwelling,101.2
2016,2016-05-01,"Electricity, gas and other fuels",96.4
2016,2016-05-01,"Furniture, furnishings and carpets",100.2
2016,2016-05-01,Household textiles,98.6
2016,2016-05-01,"Household appliances, fitting and repairs",100.6
2016,2016-05-01,"Glassware, tableware and household utensils",99.5
2016,2016-05-01,Tools and equipment for house and garden,99.1
2016,2016-05-01,Goods and services for routine maintenance,100.4
2016,2016-05-01,Medical products appliances and equipment,101.5
2016,2016-05-01,Out-patient services:,102.3
2016,2016-05-01,Hospital services,104.4
2016,2016-05-01,Purchase of vehicles,98.6
2016,2016-05-01,Operation of personal transport equipment,100.1
2016,2016-05-01,Transport services,101
2016,2016-05-01,Postal services,101.9
2016,2016-05-01,Audio-visual equipment and related products,94
2016,2016-05-01,Other major durables for recreation and culture,101
2016,2016-05-01,Other recreational items and equipment gardens & pets,99.5
2016,2016-05-01,Recreational and cultural services,104.2
2016,2016-05-01,"Books, newspapers and stationery",100.8
2016,2016-05-01,Package holiday,100.1
2016,2016-05-01,Cpi index 10.4 tertiary education,104.3
2016,2016-05-01,Catering services,102
2016,2016-05-01,Accommodation services,104.3
2016,2016-05-01,Personal care,98.9
2016,2016-05-01,Personal effects n.e.c.,99.6
2016,2016-05-01,Social protection,102.6
2016,2016-05-01,Insurance,108.1
2016,2016-05-01,Financial services n.e.c.,100
2016,2016-05-01,Other services nec,100.7
2016,2016-06-01,Cpi index 00: all items,100.6
2016,2016-06-01,Food,96.9
2016,2016-06-01,Non-alcoholic beverages,99.3
2016,2016-06-01,Alcoholic beverages,96.2
2016,2016-06-01,Tobacco,104.8
2016,2016-06-01,Clothing,99.4
2016,2016-06-01,Footwear including repairs,99.2
2016,2016-06-01,Actual rents for housing,101.6
2016,2016-06-01,Regular maintenance and repair of the dwelling,100.3
2016,2016-06-01,Water supply and misc. services for the dwelling,101.2
2016,2016-06-01,"Electricity, gas and other fuels",96.7
2016,2016-06-01,"Furniture, furnishings and carpets",100.1
2016,2016-06-01,Household textiles,97
2016,2016-06-01,"Household appliances, fitting and repairs",100
2016,2016-06-01,"Glassware, tableware and household utensils",98.5
2016,2016-06-01,Tools and equipment for house and garden,98.4
2016,2016-06-01,Goods and services for routine maintenance,100.9
2016,2016-06-01,Medical products appliances and equipment,101.5
2016,2016-06-01,Out-patient services:,102.4
2016,2016-06-01,Hospital services,104.6
2016,2016-06-01,Purchase of vehicles,98.3
2016,2016-06-01,Operation of personal transport equipment,101.1
2016,2016-06-01,Transport services,103.6
2016,2016-06-01,Postal services,101.9
2016,2016-06-01,Audio-visual equipment and related products,94.9
2016,2016-06-01,Other major durables for recreation and culture,101
2016,2016-06-01,Other recreational items and equipment gardens & pets,99.9
2016,2016-06-01,Recreational and cultural services,105.5
2016,2016-06-01,"Books, newspapers and stationery",102.6
2016,2016-06-01,Package holiday,100
2016,2016-06-01,Cpi index 10.4 tertiary education,104.3
2016,2016-06-01,Catering services,102.2
2016,2016-06-01,Accommodation services,104.2
2016,2016-06-01,Personal care,98.8
2016,2016-06-01,Personal effects n.e.c.,99.3
2016,2016-06-01,Social protection,103.2
2016,2016-06-01,Insurance,109
2016,2016-06-01,Financial services n.e.c.,99.7
2016,2016-06-01,Other services nec,100.7
2016,2016-07-01,Cpi index 00: all items,100.6
2016,2016-07-01,Food,96.8
2016,2016-07-01,Non-alcoholic beverages,97.9
2016,2016-07-01,Alcoholic beverages,96.7
2016,2016-07-01,Tobacco,105
2016,2016-07-01,Clothing,95.9
2016,2016-07-01,Footwear including repairs,97.1
2016,2016-07-01,Actual rents for housing,101.7
2016,2016-07-01,Regular maintenance and repair of the dwelling,100.6
2016,2016-07-01,Water supply and misc. services for the dwelling,101.2
2016,2016-07-01,"Electricity, gas and other fuels",96.7
2016,2016-07-01,"Furniture, furnishings and carpets",97.4
2016,2016-07-01,Household textiles,95.9
2016,2016-07-01,"Household appliances, fitting and repairs",99.8
2016,2016-07-01,"Glassware, tableware and household utensils",95.8
2016,2016-07-01,Tools and equipment for house and garden,98.9
2016,2016-07-01,Goods and services for routine maintenance,99.4
2016,2016-07-01,Medical products appliances and equipment,101.3
2016,2016-07-01,Out-patient services:,102.4
2016,2016-07-01,Hospital services,105
2016,2016-07-01,Purchase of vehicles,98.3
2016,2016-07-01,Operation of personal transport equipment,101.3
2016,2016-07-01,Transport services,110
2016,2016-07-01,Postal services,101.9
2016,2016-07-01,Audio-visual equipment and related products,94.6
2016,2016-07-01,Other major durables for recreation and culture,101
2016,2016-07-01,Other recreational items and equipment gardens & pets,99.3
2016,2016-07-01,Recreational and cultural services,105.6
2016,2016-07-01,"Books, newspapers and stationery",104.2
2016,2016-07-01,Package holiday,99.8
2016,2016-07-01,Cpi index 10.4 tertiary education,104.3
2016,2016-07-01,Catering services,102.3
2016,2016-07-01,Accommodation services,106.1
2016,2016-07-01,Personal care,99.3
2016,2016-07-01,Personal effects n.e.c.,97.6
2016,2016-07-01,Social protection,103.5
2016,2016-07-01,Insurance,109.4
2016,2016-07-01,Financial services n.e.c.,99.6
2016,2016-07-01,Other services nec,100
2016,2016-08-01,Cpi index 00: all items,100.9
2016,2016-08-01,Food,97.4
2016,2016-08-01,Non-alcoholic beverages,97
2016,2016-08-01,Alcoholic beverages,96.9
2016,2016-08-01,Tobacco,106
2016,2016-08-01,Clothing,96.8
2016,2016-08-01,Footwear including repairs,97.7
2016,2016-08-01,Actual rents for housing,101.9
2016,2016-08-01,Regular maintenance and repair of the dwelling,100.9
2016,2016-08-01,Water supply and misc. services for the dwelling,101.2
2016,2016-08-01,"Electricity, gas and other fuels",96.6
2016,2016-08-01,"Furniture, furnishings and carpets",99.9
2016,2016-08-01,Household textiles,97.8
2016,2016-08-01,"Household appliances, fitting and repairs",99.5
2016,2016-08-01,"Glassware, tableware and household utensils",98.7
2016,2016-08-01,Tools and equipment for house and garden,98.8
2016,2016-08-01,Goods and services for routine maintenance,99.6
2016,2016-08-01,Medical products appliances and equipment,101.5
2016,2016-08-01,Out-patient services:,102.5
2016,2016-08-01,Hospital services,105.1
2016,2016-08-01,Purchase of vehicles,97.7
2016,2016-08-01,Operation of personal transport equipment,100.7
2016,2016-08-01,Transport services,115.6
2016,2016-08-01,Postal services,101.9
2016,2016-08-01,Audio-visual equipment and related products,94
2016,2016-08-01,Other major durables for recreation and culture,101
2016,2016-08-01,Other recreational items and equipment gardens & pets,98.4
2016,2016-08-01,Recreational and cultural services,105.8
2016,2016-08-01,"Books, newspapers and stationery",103.1
2016,2016-08-01,Package holiday,100.1
2016,2016-08-01,Cpi index 10.4 tertiary education,104.3
2016,2016-08-01,Catering services,102.5
2016,2016-08-01,Accommodation services,103.4
2016,2016-08-01,Personal care,99.2
2016,2016-08-01,Personal effects n.e.c.,99
2016,2016-08-01,Social protection,103.9
2016,2016-08-01,Insurance,109.7
2016,2016-08-01,Financial services n.e.c.,99.5
2016,2016-08-01,Other services nec,100.1
2016,2016-09-01,Cpi index 00: all items,101.1
2016,2016-09-01,Food,97.1
2016,2016-09-01,Non-alcoholic beverages,98.8
2016,2016-09-01,Alcoholic beverages,97.3
2016,2016-09-01,Tobacco,106.3
2016,2016-09-01,Clothing,102.2
2016,2016-09-01,Footwear including repairs,100.7
2016,2016-09-01,Actual rents for housing,102
2016,2016-09-01,Regular maintenance and repair of the dwelling,100.5
2016,2016-09-01,Water supply and misc. services for the dwelling,101.2
2016,2016-09-01,"Electricity, gas and other fuels",96.8
2016,2016-09-01,"Furniture, furnishings and carpets",100.8
2016,2016-09-01,Household textiles,97.3
2016,2016-09-01,"Household appliances, fitting and repairs",101
2016,2016-09-01,"Glassware, tableware and household utensils",97.3
2016,2016-09-01,Tools and equipment for house and garden,98.7
2016,2016-09-01,Goods and services for routine maintenance,100.1
2016,2016-09-01,Medical products appliances and equipment,101.9
2016,2016-09-01,Out-patient services:,102.6
2016,2016-09-01,Hospital services,105.2
2016,2016-09-01,Purchase of vehicles,97.8
2016,2016-09-01,Operation of personal transport equipment,101.3
2016,2016-09-01,Transport services,104.6
2016,2016-09-01,Postal services,101.9
2016,2016-09-01,Audio-visual equipment and related products,94.3
2016,2016-09-01,Other major durables for recreation and culture,101.1
2016,2016-09-01,Other recreational items and equipment gardens & pets,99.1
2016,2016-09-01,Recreational and cultural services,106
2016,2016-09-01,"Books, newspapers and stationery",102.5
2016,2016-09-01,Package holiday,99.5
2016,2016-09-01,Cpi index 10.4 tertiary education,104.3
2016,2016-09-01,Catering services,102.6
2016,2016-09-01,Accommodation services,106.8
2016,2016-09-01,Personal care,99.4
2016,2016-09-01,Personal effects n.e.c.,100.7
2016,2016-09-01,Social protection,104.1
2016,2016-09-01,Insurance,110.1
2016,2016-09-01,Financial services n.e.c.,99.5
2016,2016-09-01,Other services nec,100.3
2016,2016-10-01,Cpi index 00: all items,101.2
2016,2016-10-01,Food,96.9
2016,2016-10-01,Non-alcoholic beverages,95.6
2016,2016-10-01,Alcoholic beverages,96.9
2016,2016-10-01,Tobacco,106.5
2016,2016-10-01,Clothing,102.4
2016,2016-10-01,Footwear including repairs,101.2
2016,2016-10-01,Actual rents for housing,102.1
2016,2016-10-01,Regular maintenance and repair of the dwelling,99.9
2016,2016-10-01,Water supply and misc. services for the dwelling,101.2
2016,2016-10-01,"Electricity, gas and other fuels",97.3
2016,2016-10-01,"Furniture, furnishings and carpets",100
2016,2016-10-01,Household textiles,98.7
2016,2016-10-01,"Household appliances, fitting and repairs",103.7
2016,2016-10-01,"Glassware, tableware and household utensils",97.5
2016,2016-10-01,Tools and equipment for house and garden,97.7
2016,2016-10-01,Goods and services for routine maintenance,101.5
2016,2016-10-01,Medical products appliances and equipment,101.3
2016,2016-10-01,Out-patient services:,102.7
2016,2016-10-01,Hospital services,102.7
2016,2016-10-01,Purchase of vehicles,97.9
2016,2016-10-01,Operation of personal transport equipment,102.4
2016,2016-10-01,Transport services,102.3
2016,2016-10-01,Postal services,101.9
2016,2016-10-01,Audio-visual equipment and related products,94.2
2016,2016-10-01,Other major durables for recreation and culture,102
2016,2016-10-01,Other recreational items and equipment gardens & pets,99.4
2016,2016-10-01,Recreational and cultural services,106.2
2016,2016-10-01,"Books, newspapers and stationery",104.4
2016,2016-10-01,Package holiday,99.1
2016,2016-10-01,Cpi index 10.4 tertiary education,107.6
2016,2016-10-01,Catering services,102.9
2016,2016-10-01,Accommodation services,105
2016,2016-10-01,Personal care,100.1
2016,2016-10-01,Personal effects n.e.c.,99.6
2016,2016-10-01,Social protection,104.4
2016,2016-10-01,Insurance,109.2
2016,2016-10-01,Financial services n.e.c.,99.9
2016,2016-10-01,Other services nec,100.1
2016,2016-11-01,Cpi index 00: all items,101.4
2016,2016-11-01,Food,97.4
2016,2016-11-01,Non-alcoholic beverages,95.7
2016,2016-11-01,Alcoholic beverages,95.5
2016,2016-11-01,Tobacco,106.7
2016,2016-11-01,Clothing,104.1
2016,2016-11-01,Footwear including repairs,101.6
2016,2016-11-01,Actual rents for housing,102.2
2016,2016-11-01,Regular maintenance and repair of the dwelling,98.5
2016,2016-11-01,Water supply and misc. services for the dwelling,101.2
2016,2016-11-01,"Electricity, gas and other fuels",97.2
2016,2016-11-01,"Furniture, furnishings and carpets",101.5
2016,2016-11-01,Household textiles,99.9
2016,2016-11-01,"Household appliances, fitting and repairs",102
2016,2016-11-01,"Glassware, tableware and household utensils",98.1
2016,2016-11-01,Tools and equipment for house and garden,97.9
2016,2016-11-01,Goods and services for routine maintenance,101.5
2016,2016-11-01,Medical products appliances and equipment,101.4
2016,2016-11-01,Out-patient services:,102.8
2016,2016-11-01,Hospital services,102.8
2016,2016-11-01,Purchase of vehicles,98.3
2016,2016-11-01,Operation of personal transport equipment,103.3
2016,2016-11-01,Transport services,98.5
2016,2016-11-01,Postal services,101.9
2016,2016-11-01,Audio-visual equipment and related products,94.9
2016,2016-11-01,Other major durables for recreation and culture,102.1
2016,2016-11-01,Other recreational items and equipment gardens & pets,99.8
2016,2016-11-01,Recreational and cultural services,106.3
2016,2016-11-01,"Books, newspapers and stationery",106.6
2016,2016-11-01,Package holiday,99.4
2016,2016-11-01,Cpi index 10.4 tertiary education,107.6
2016,2016-11-01,Catering services,103.1
2016,2016-11-01,Accommodation services,104.8
2016,2016-11-01,Personal care,99.7
2016,2016-11-01,Personal effects n.e.c.,101.4
2016,2016-11-01,Social protection,104.7
2016,2016-11-01,Insurance,109.4
2016,2016-11-01,Financial services n.e.c.,99.7
2016,2016-11-01,Other services nec,100.2
2016,2016-12-01,Cpi index 00: all items,101.9
2016,2016-12-01,Food,98.1
2016,2016-12-01,Non-alcoholic beverages,96.3
2016,2016-12-01,Alcoholic beverages,94
2016,2016-12-01,Tobacco,106.8
2016,2016-12-01,Clothing,103.1
2016,2016-12-01,Footwear including repairs,100.1
2016,2016-12-01,Actual rents for housing,102.3
2016,2016-12-01,Regular maintenance and repair of the dwelling,99.5
2016,2016-12-01,Water supply and misc. services for the dwelling,101.2
2016,2016-12-01,"Electricity, gas and other fuels",97.5
2016,2016-12-01,"Furniture, furnishings and carpets",104
2016,2016-12-01,Household textiles,99.9
2016,2016-12-01,"Household appliances, fitting and repairs",103.7
2016,2016-12-01,"Glassware, tableware and household utensils",97.1
2016,2016-12-01,Tools and equipment for house and garden,98.7
2016,2016-12-01,Goods and services for routine maintenance,100.8
2016,2016-12-01,Medical products appliances and equipment,101.6
2016,2016-12-01,Out-patient services:,102.9
2016,2016-12-01,Hospital services,102.9
2016,2016-12-01,Purchase of vehicles,98.3
2016,2016-12-01,Operation of personal transport equipment,103.2
2016,2016-12-01,Transport services,110.9
2016,2016-12-01,Postal services,101.9
2016,2016-12-01,Audio-visual equipment and related products,95.3
2016,2016-12-01,Other major durables for recreation and culture,102.2
2016,2016-12-01,Other recreational items and equipment gardens & pets,99.4
2016,2016-12-01,Recreational and cultural services,106.2
2016,2016-12-01,"Books, newspapers and stationery",106.2
2016,2016-12-01,Package holiday,99.5
2016,2016-12-01,Cpi index 10.4 tertiary education,107.6
2016,2016-12-01,Catering services,103.3
2016,2016-12-01,Accommodation services,104.2
2016,2016-12-01,Personal care,99.1
2016,2016-12-01,Personal effects n.e.c.,100.2
2016,2016-12-01,Social protection,105.1
2016,2016-12-01,Insurance,110.3
2016,2016-12-01,Financial services n.e.c.,99.5
2016,2016-12-01,Other services nec,100.3
2017,2017-01-01,Cpi index 00: all items,101.4
2017,2017-01-01,Food,98.2
2017,2017-01-01,Non-alcoholic beverages,98
2017,2017-01-01,Alcoholic beverages,98.8
2017,2017-01-01,Tobacco,106.9
2017,2017-01-01,Clothing,98.7
2017,2017-01-01,Footwear including repairs,96.2
2017,2017-01-01,Actual rents for housing,102.6
2017,2017-01-01,Regular maintenance and repair of the dwelling,99.7
2017,2017-01-01,Water supply and misc. services for the dwelling,101.2
2017,2017-01-01,"Electricity, gas and other fuels",97.5
2017,2017-01-01,"Furniture, furnishings and carpets",98.8
2017,2017-01-01,Household textiles,95.4
2017,2017-01-01,"Household appliances, fitting and repairs",102.2
2017,2017-01-01,"Glassware, tableware and household utensils",96
2017,2017-01-01,Tools and equipment for house and garden,99.3
2017,2017-01-01,Goods and services for routine maintenance,101.6
2017,2017-01-01,Medical products appliances and equipment,101.6
2017,2017-01-01,Out-patient services:,102.9
2017,2017-01-01,Hospital services,106
2017,2017-01-01,Purchase of vehicles,99.4
2017,2017-01-01,Operation of personal transport equipment,104.6
2017,2017-01-01,Transport services,103.1
2017,2017-01-01,Postal services,101.9
2017,2017-01-01,Audio-visual equipment and related products,93.5
2017,2017-01-01,Other major durables for recreation and culture,103.5
2017,2017-01-01,Other recreational items and equipment gardens & pets,99.2
2017,2017-01-01,Recreational and cultural services,103.6
2017,2017-01-01,"Books, newspapers and stationery",104.8
2017,2017-01-01,Package holiday,99.8
2017,2017-01-01,Cpi index 10.4 tertiary education,107.6
2017,2017-01-01,Catering services,103.4
2017,2017-01-01,Accommodation services,103.6
2017,2017-01-01,Personal care,100.2
2017,2017-01-01,Personal effects n.e.c.,99
2017,2017-01-01,Social protection,105.3
2017,2017-01-01,Insurance,109.9
2017,2017-01-01,Financial services n.e.c.,99.6
2017,2017-01-01,Other services nec,99
2017,2017-02-01,Cpi index 00: all items,102.1
2017,2017-02-01,Food,98.9
2017,2017-02-01,Non-alcoholic beverages,98.7
2017,2017-02-01,Alcoholic beverages,97.7
2017,2017-02-01,Tobacco,107.6
2017,2017-02-01,Clothing,100
